date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2022-07-08,33,22.99,24.6,16.2,37,,94,67.5,60,26,19.3,15.6,15,10.7,34,21.75,23,12,51,13,101.81,101.42,101.47,101.13,95.83,95.49,95.53,95.24,24100,20700,16100,8100,2.8,2.2,2.1,1.5,0,6.6,19.6,17.6,14.6,2.7,,,,04:56:00,21:27:00,16.52,4.93,21.45,8,8,29,30,15,18,,,,,,8,5.5,4.5,1,,,,
2022-07-07,24.4,18.49,17.64,10.9,28,,95,69.2,70,45,15.1,12.3,12.4,9.7,33,21.08,20.5,8,49,11,102.15,101.99,101.97,101.78,96.12,95.98,95.96,95.8,24100,24100,24100,24100,2,1.6,1.6,1.3,0.4,0,12.6,10.6,7.6,0,,,,04:55:00,21:28:00,16.55,4.92,21.47,7,8,21,23,13,15,,,,,,8,5.9,5,2,,,,
2022-07-06,21.8,16.8,16.75,11.7,,,98,80.6,78,58,15.1,13.2,12.7,10.2,29,14.29,18.5,8,36,3,102.05,101.77,101.82,101.58,96.01,95.76,95.79,95.57,24100,20287.5,13650,3200,2,1.6,1.5,1,1.2,0,11.8,9.8,6.8,0.8,,,,04:54:00,21:29:00,16.58,4.9,21.48,6,7,22,22,12,13,,,,,,8,5.8,4.5,1,,,,
2022-07-05,16.9,14.35,13.5,10.1,,,95,81.7,81,67,12.8,11.2,11.2,9.6,32,17.58,19.5,7,41,9,101.95,101.83,101.81,101.67,95.92,95.8,95.79,95.66,24100,23766.7,20100,16100,2.1,2,1.9,1.7,4.5,0,8.5,6.5,3.5,1.1,,,,04:54:00,21:29:00,16.58,4.9,21.48,5,5,19,19,12,13,,,,,,8,7,5.5,3,,,,
2022-07-04,22.9,17.27,16.95,11,,,92,65.2,63.5,35,11.8,10,9,6.2,26,15.83,17,8,37,6,101.85,101.66,101.7,101.56,95.84,95.67,95.7,95.57,24100,24100,24100,24100,2.4,1.8,1.8,1.3,1.1,0,11.9,9.9,7,0,,,,04:53:00,21:30:00,16.62,4.88,21.5,6,6,22,22,12,12,,,,,,8,6.3,5,2,,,,
2022-07-03,22.8,16.75,16.05,9.3,,,92,65.8,67,42,11.1,9.9,9.8,8.5,21,13.25,14,7,33,3,101.72,101.63,101.63,101.54,95.71,95.63,95.63,95.55,24100,23766.7,20100,16100,2,1.6,1.6,1.1,2,0,11.1,9.1,6,1.4,,,,04:52:00,21:30:00,16.63,4.87,21.5,6,7,22,23,8,10,,,,,,8,5.9,5.5,3,,,,
2022-07-02,19.4,14.91,14.64,9.9,,,85,67.1,69.5,54,10.1,8.7,8.1,6.1,24,17.08,15.5,7,40,6,101.99,101.84,101.83,101.67,95.94,95.81,95.8,95.65,24100,24100,24100,24100,1.9,1.5,1.4,1,3.4,0,9.6,7.6,4.6,0,,,,04:51:00,21:31:00,16.67,4.85,21.52,6,7,23,23,10,11,,,,,,8,5.5,4,0,,,,
2022-07-01,21.6,13.62,12.45,3.3,,,92,64.8,64,36,9.3,6.3,5.8,2.3,37,16.42,19.5,2,48,6,101.91,101.79,101.82,101.72,95.88,95.75,95.78,95.69,24100,24100,24100,24100,4,2.5,2.7,1.4,5.5,0,7.5,5.5,2.5,0.1,,,,04:50:00,21:31:00,16.68,4.83,21.52,7,7,20,20,10,10,,,,,,8,4.8,5,2,,,,
2022-06-30,22.8,15.53,15.05,7.3,,,97,63.4,66,35,11.9,7.4,7.5,3,34,18.42,19.5,5,52,29,101.72,101.57,101.51,101.3,95.69,95.56,95.5,95.31,24100,24100,24100,24100,2.4,1.9,1.9,1.4,3,0,10.1,8.1,5,0,,,,04:50:00,21:31:00,16.68,4.83,21.52,7,7,23,23,8,8,,,,,,6,2.8,3.5,1,,,,
2022-06-29,22.8,16.7,17.14,11.5,26,,94,71.5,75,56,15.2,11.4,11.2,7.1,35,19.58,21,7,49,3,101.23,100.78,100.78,100.34,95.26,94.84,94.85,94.44,24100,24100,24100,24100,2.4,2,2,1.7,0.9,0,12.1,10.1,7.1,0.3,,,,04:49:00,21:32:00,16.72,4.82,21.53,6,7,21,26,9,11,,,,,,8,6.5,5,2,,,,
2022-06-28,22,16.17,14.75,7.5,,,90,54.3,62,34,8,6.1,5.3,2.6,24,11.5,12.5,1,44,16,102.49,102.08,101.9,101.32,96.42,96.04,95.88,95.35,24100,24100,24100,24100,2.1,1.8,1.7,1.3,3.2,0,9.8,7.8,4.8,0,,,,04:49:00,21:32:00,16.72,4.82,21.53,7,8,23,23,16,16,,,,,,7,4,3.5,0,,,,
2022-06-27,21.7,15.77,15.14,8.6,,,94,64.2,67,40,11.4,8.5,9,6.6,25,14.71,16.5,8,40,35,102.4,102.2,102.16,101.92,96.35,96.16,96.13,95.92,24100,24100,24100,24100,2.4,2,2,1.7,2.9,0,10.1,8.1,5.1,0,,,,04:48:00,21:32:00,16.73,4.8,21.53,7,7,21,21,8,8,,,,,,7,3.9,4.5,2,,,,
2022-06-26,25.2,17.37,16.3,7.4,25,,95,61.6,62,29,11.6,8.6,8.8,6,29,17.08,18.5,8,49,27,102.54,102.27,102.21,101.88,96.45,96.23,96.16,95.88,24100,24100,24100,24100,3,2.7,2.5,1.9,1.7,0,11.3,9.3,6.3,0,,,,04:48:00,21:32:00,16.73,4.8,21.53,7,7,26,26,10,10,,,,,,6,2,3,0,,,,
2022-06-25,22,14.14,15.35,8.7,,,92,71.6,66.5,41,11.6,8.7,9.1,6.6,35,21.75,22,9,62,32,102.39,102.13,102.03,101.66,96.32,96.07,95.97,95.62,24100,21700,16900,9700,3,2.3,2.3,1.6,2.6,0,10.3,8.3,5.3,10.1,,,,04:47:00,21:32:00,16.75,4.78,21.53,7,7,20,20,11,11,,,,,,8,6,5,2,,,,
2022-06-24,18.5,12.22,13.25,8,,,98,81.2,78,58,11.8,8.9,9.2,6.6,38,23.62,24,10,54,33,101.67,101.14,101.26,100.85,95.62,95.14,95.27,94.91,24100,21029.2,14450,4800,2.4,1.7,1.9,1.4,4.8,0,8.2,6.2,3.2,0,,,,04:47:00,21:32:00,16.75,4.78,21.53,7,7,18,18,6,7,,,,,,8,6.4,5,2,,,,
2022-06-23,24.5,17.1,17.8,11.1,27,,98,79.7,71,44,15.2,13,12.9,10.6,22,8.83,12.5,3,61,19,100.91,100.81,100.76,100.6,94.97,94.88,94.83,94.68,24100,21762.5,14450,4800,2.6,2.1,2,1.5,0.2,0,12.8,10.8,7.8,7.7,,,,04:46:00,21:32:00,16.77,4.77,21.53,8,8,27,27,10,10,,,,,,8,5.3,4.5,1,,,,
2022-06-22,28.6,20.05,20.14,11.7,28,,93,60,62,31,14.6,11.2,11.6,8.5,29,18.38,15,1,45,27,101.71,101.06,101.22,100.72,95.7,95.12,95.25,94.81,24100,23566.7,20100,16100,2.6,2.1,2.1,1.6,0,2.1,15.1,13.1,10.1,3.6,,,,04:46:00,21:32:00,16.77,4.77,21.53,8,8,27,27,12,13,,,,,,8,4.6,4,0,,,,
2022-06-21,22.1,16.89,16.55,11,,,97,71.4,68.5,40,13.9,11,10.8,7.6,23,12.96,13.5,4,40,34,101.84,101.67,101.59,101.35,95.83,95.67,95.6,95.36,24100,24100,24100,24100,2.2,2,1.6,1,1.4,0,11.6,9.6,6.5,0,,,,04:46:00,21:31:00,16.75,4.77,21.52,5,7,20,20,11,12,,,,,,8,5.5,4.5,1,,,,
2022-06-20,20.5,17.02,17.35,14.2,,,94,82.6,79.5,65,15.1,14,13.8,12.5,26,12.83,13.5,1,36,31,101.37,101.19,101.17,100.96,95.38,95.23,95.2,95.02,24100,24100,24100,24100,,,,,0.6,0,12.3,10.3,7.3,0.9,,,,04:46:00,21:31:00,16.75,4.77,21.52,3,5,21,22,12,12,,,,,,8,7.5,6.5,5,,,,
2022-06-19,21.7,18.49,18.5,15.3,26,,97,83.6,81,65,16.5,15.6,15.2,13.8,20,9.17,10.5,1,,,101.07,100.88,100.86,100.64,95.12,94.96,94.94,94.77,24100,23566.7,20100,16100,,,,,0,0.5,13.5,11.5,8.5,0.2,,,,04:46:00,21:31:00,16.75,4.77,21.52,5,5,22,22,14,15,,,,,,8,7.1,5,2,,,,
2022-06-18,32,24.65,25.4,18.8,38,,85,61.8,65.5,46,19.7,16.7,16.8,13.8,40,21.33,21.5,3,58,11,100.47,100.14,100.17,99.87,94.62,94.3,94.35,94.07,24100,24100,24100,24100,,,,,0,7.4,20.4,18.4,15.4,0,,,,04:45:00,21:31:00,16.77,4.75,21.52,9,9,35,36,16,17,,,,,,7,4.8,4.5,2,,,,
2022-06-17,27.4,20.19,18.64,9.9,30,,95,64.8,67.5,40,15.2,12.7,12.6,10,46,29.62,27,8,68,9,101.83,101.25,101.16,100.49,95.8,95.3,95.21,94.62,24100,24100,24100,24100,,,,,0,0.6,13.6,11.6,8.6,0,,,,04:45:00,21:30:00,16.75,4.75,21.5,9,9,27,28,17,18,,,,,,8,4.4,5,2,,,,
2022-06-16,21.3,15.65,14.8,8.3,,,97,78.3,75.5,54,13.2,11.6,10.8,8.3,28,15.92,16,4,41,33,101.83,101.24,101.16,100.48,95.8,95.24,95.16,94.51,24100,21625,14450,4800,2,1.6,1.6,1.2,3.2,0,9.8,7.8,4.8,0.3,,,,04:45:00,21:30:00,16.75,4.75,21.5,7,8,21,21,11,12,,,,,,8,6.2,5,2,,,,
2022-06-15,14.9,11.28,10.6,6.3,,,97,82.1,81.5,66,10.9,8.2,8.1,5.2,21,10,11.5,2,40,14,100.36,99.53,99.78,99.19,94.4,93.6,93.85,93.29,24100,23100,18500,12900,2.5,2,1.8,1,7.4,0,5.6,3.6,0.6,1.9,,,,04:46:00,21:29:00,16.72,4.77,21.48,6,6,17,17,10,10,,,,,,8,6.2,4.5,1,,,,
2022-06-14,16.4,12.85,12.05,7.7,,,95,78.9,78,61,13.6,9.1,10.2,6.7,23,15.17,13.5,4,34,19,100.07,99.83,99.76,99.46,94.13,93.91,93.83,93.54,24100,24100,24100,24100,2.4,1.9,2,1.5,6,0,7,5,2,0,,,,04:46:00,21:29:00,16.72,4.77,21.48,6,6,17,17,10,10,,,,,,8,5.8,5,2,,,,
2022-06-13,22.8,16.3,16.1,9.4,25,,94,81.9,75,56,15.6,13.1,12.3,9.1,33,20.62,20,7,55,11,100.34,100.08,100.01,99.68,94.41,94.18,94.12,93.82,24100,23362.5,15250,6400,3,2.4,2.2,1.5,1.9,0,11.1,9.1,6.1,6.1,,,,04:46:00,21:28:00,16.7,4.77,21.47,4,7,22,22,10,10,,,,,,8,6.8,5.5,3,,,,
2022-06-12,22.9,16.9,15.39,7.9,,,90,63,66,42,11.8,9.4,9.1,6.3,20,10.75,10.5,1,,,100.52,100.4,100.38,100.24,94.59,94.48,94.46,94.33,24100,24100,24100,24100,3.2,2.9,2.6,2.1,2.6,0,10.4,8.4,5.4,0,,,,04:46:00,21:27:00,16.68,4.77,21.45,7,7,23,23,11,11,,,,,,8,5,5.5,3,,,,
2022-06-11,22.3,16.35,14.95,7.6,,,86,55.9,59,32,8.9,6.6,6.7,4.5,25,12.46,15,5,,,100.66,100.56,100.55,100.43,94.72,94.62,94.61,94.5,24100,24100,24100,24100,3.4,2.5,2.7,2,3,0,9.9,8,5,0,,,,04:46:00,21:27:00,16.68,4.77,21.45,6,7,25,25,12,12,,,,,,8,6,4,0,,,,
2022-06-10,24.9,15.35,17.64,10.4,26,,95,75.8,67,39,15.1,10.7,11.3,7.6,37,20.54,23,9,54,28,101.02,100.58,100.6,100.18,95.05,94.63,94.66,94.27,24100,21362.5,13650,3200,3,2.3,2.5,1.9,0.4,0,12.6,10.6,7.6,5.4,,,,04:47:00,21:26:00,16.65,4.78,21.43,5,6,25,25,10,10,,,,,,8,4.8,4.5,1,,,,
2022-06-09,22.7,16.22,17,11.3,,,90,64,67.5,45,12.6,9.1,7.8,3,24,13.67,13,2,48,10,101.28,101.18,101.18,101.08,95.29,95.21,95.19,95.09,24100,23766.7,20100,16100,2.9,2.7,2.5,2.2,1,0,12,10,7,1.5,,,,04:47:00,21:25:00,16.63,4.78,21.42,5,5,24,24,10,13,,,,,,8,5.1,4.5,1,,,,
2022-06-08,25.2,17.94,16.1,7,,,69,39.2,44.5,20,5.7,2.9,2.5,-0.7,16,9,9,2,57,10,101.85,101.57,101.54,101.23,95.84,95.59,95.56,95.28,24100,24100,24100,24100,3.1,2.8,2.6,2.2,1.9,0,11.1,9.1,6.1,0,,,,04:48:00,21:24:00,16.6,4.8,21.4,7,7,25,25,11,13,,,,,,7,4.9,3.5,0,,,,
2022-06-07,22.1,16.31,15.3,8.5,,,68,42.2,46,24,5.5,2.6,2.8,0.2,16,9.62,8.5,1,27,7,101.83,101.76,101.76,101.68,95.83,95.74,95.74,95.65,64400,25779.2,44250,24100,2.7,2.2,2.3,1.9,2.7,0,10.3,8.3,5.3,0,,,,04:48:00,21:23:00,16.58,4.8,21.38,7,7,22,22,7,9,,,,,,8,6.4,6,4,,,,
2022-06-06,20.7,14.24,14.25,7.8,,,66,43.2,45.5,25,2.8,1.1,0.9,-1,31,20.67,20,9,51,11,101.76,101.64,101.65,101.54,95.72,95.61,95.62,95.52,24100,24100,24100,24100,2.4,1.6,1.7,1,3.8,0,9.2,7.2,4.2,0,,,,04:49:00,21:22:00,16.55,4.82,21.37,7,7,20,20,8,8,,,,,,7,4.4,4.5,2,,,,
2022-06-05,20.1,14.55,14.5,8.9,,,68,44.7,49,30,4.8,2.3,1.9,-1,34,24.17,25.5,17,47,8,101.55,101.43,101.43,101.3,95.54,95.43,95.43,95.32,24100,24100,24100,24100,2.5,1.8,2,1.4,3.5,0,9.5,7.5,4.5,0,,,,04:49:00,21:22:00,16.55,4.82,21.37,7,7,20,20,7,7,,,,,,7,4.1,4,1,,,,
2022-06-04,23.5,15.74,13.15,2.8,,,67,32.4,42.5,18,-0.2,-2.2,-1.9,-3.6,22,12.42,11.5,1,34,8,101.45,101.33,101.32,101.19,95.45,95.33,95.33,95.22,24100,24100,24100,24100,3,2.5,2.5,2,4.8,0,8.2,6.2,3.1,0,,,,04:50:00,21:20:00,16.5,4.83,21.33,7,7,22,24,7,7,,,,,,5,2.2,2.5,0,,,,
2022-06-03,22.9,14.14,12.14,1.4,,,63,35.5,42,21,-0.5,-2,-2.6,-4.8,25,12.33,14,3,44,32,101.72,101.5,101.48,101.23,95.67,95.48,95.46,95.25,24100,24100,24100,24100,4,2.6,3,2.1,5.9,0,7.1,5.1,2.1,0,,,,04:51:00,21:19:00,16.47,4.85,21.32,6,6,24,24,3,5,,,,,,5,1.8,2.5,0,,,,
2022-06-02,20.9,13.93,13.25,5.6,,,56,31.2,36.5,17,-1.2,-4,-3.8,-6.4,35,23.46,19,3,54,33,101.86,101.73,101.74,101.61,95.8,95.69,95.7,95.6,24100,24100,24100,24100,2.5,2.1,2.1,1.8,4.8,0,8.2,6.2,3.2,0,,,,04:51:00,21:18:00,16.45,4.85,21.3,6,6,20,21,2,3,,,,,,6,2.7,3,0,,,,
2022-06-01,18.8,11.12,9,-0.8,,-5,71,39.7,46.5,22,-0.3,-3.3,-2.9,-5.5,41,25.38,26,11,74,32,102.11,101.88,101.87,101.63,96.04,95.81,95.82,95.6,24100,24100,24100,24100,2.5,2.2,2.1,1.8,9,0,4,2,0,0,,,,04:52:00,21:17:00,16.42,4.87,21.28,6,6,20,20,6,7,,,,,,7,2.7,3.5,0,,,,
2022-05-31,19.3,10.81,10,0.7,,,82,43.8,50.5,19,1.4,-2.9,-2.9,-7.1,41,25.42,26.5,12,63,32,102.04,101.9,101.89,101.74,95.96,95.82,95.83,95.69,24100,24100,24100,24100,2.6,2.1,2,1.5,8,0,5,3,0,0,,,,04:53:00,21:16:00,16.38,4.88,21.27,6,6,18,18,0,3,,,,,,6,1.6,3,0,,,,
2022-05-30,16.3,11.46,11.05,5.8,,,97,71.3,74.5,52,8.8,6.1,5.3,1.8,40,26.5,24.5,9,62,34,101.86,101.3,101.31,100.75,95.77,95.27,95.27,94.78,24100,23766.7,20100,16100,1.9,1.7,1.6,1.4,7,0,6,4,1.1,,,,,04:54:00,21:15:00,16.35,4.9,21.25,5,6,18,18,5,5,,,,,,8,5.4,4.5,1,,,,
2022-05-29,20.5,13.53,14.7,8.9,,,97,79,70,43,11.5,9.6,9.4,7.4,26,16.62,16.5,7,45,3,100.72,100.22,100.35,99.97,94.74,94.28,94.4,94.06,24100,21029.2,14450,4800,2.2,2,2,1.7,3.3,0,9.7,7.7,4.7,,,,,04:55:00,21:14:00,16.32,4.92,21.23,3,7,15,19,8,10,,,,,,8,6.3,5,2,,,,
2022-05-28,24.3,16.25,16.89,9.5,,,94,66.6,63.5,33,11.3,9.2,9.3,7.4,29,17.54,16.5,4,40,13,100.37,99.95,100,99.62,94.45,94.04,94.1,93.75,24100,23233.3,17700,11300,2.9,2.4,2.5,2.1,1.1,0,11.9,9.9,6.9,,,,,04:56:00,21:12:00,16.27,4.93,21.2,7,7,23,23,9,12,,,,,,8,6.2,6,4,,,,
2022-05-27,22.2,15.83,14.7,7.2,,,81,54.5,54,27,8.6,5.8,5.1,1.6,29,13.96,17,5,44,16,101.09,100.74,100.74,100.4,95.12,94.79,94.8,94.48,24100,23766.7,20100,16100,3.3,2.9,2.8,2.2,3.3,0,9.7,7.7,4.7,,,,,04:57:00,21:11:00,16.23,4.95,21.18,5,7,24,24,12,12,,,,,,8,5.9,5,2,,,,
2022-05-26,23.6,16.25,14.4,5.2,,,90,49.4,56.5,23,7.1,4.2,4,0.9,32,15.92,18,4,46,29,101.1,100.94,100.88,100.66,95.13,94.98,94.91,94.7,24100,24100,24100,24100,3.1,2.7,2.6,2.2,3.6,0,9.4,7.4,4.4,,,,,04:58:00,21:10:00,16.2,4.97,21.17,7,7,23,23,9,9,,,,,,6,3.2,4,2,,,,
2022-05-25,24.5,15.75,14.35,4.2,,,73,43.8,49.5,26,6.3,2.7,2.3,-1.7,53,16.25,29,5,71,25,101.04,100.77,100.78,100.51,95.09,94.81,94.82,94.56,24100,24100,24100,24100,3,2.4,2.4,1.8,3.6,0,9.3,7.3,4.3,,,,,04:59:00,21:09:00,16.17,4.98,21.15,6,6,24,24,7,7,,,,,,8,6.3,5,2,,,,
2022-05-24,24.2,15.89,14.64,5.1,,,83,42,49,15,6,1,0.4,-5.1,29,16.54,18,7,49,18,101.45,101.28,101.27,101.09,95.45,95.29,95.29,95.14,24100,24100,24100,24100,3.2,2.6,2.6,2.1,3.4,0,9.6,7.6,4.6,,,,,05:00:00,21:07:00,16.12,5,21.12,6,6,24,24,9,9,,,,,,8,5.2,5,2,,,,
2022-05-23,22.6,13.78,11.95,1.3,,,71,37.6,44.5,18,2.8,-2.1,-0.7,-4.2,23,14.38,13.5,4,48,29,101.74,101.42,101.47,101.2,95.67,95.39,95.43,95.19,24100,24100,24100,24100,3.2,2.5,2.5,1.7,6,0,7,5,2,,,,,05:01:00,21:06:00,16.08,5.02,21.1,6,6,22,23,5,6,,,,,,7,3.2,3.5,0,,,,
2022-05-22,17.3,10.05,8.9,0.5,,,72,40,45.5,19,-1.6,-4.6,-4.5,-7.5,30,17.75,17,4,55,21,102.44,102.12,102.11,101.78,96.28,96.02,95.99,95.71,24100,24100,24100,24100,2.9,2.5,2.4,1.9,9.1,0,3.9,1.9,0,,,,,05:03:00,21:04:00,16.02,5.05,21.07,6,6,17,17,5,5,,,,,,7,5.4,4,1,,,,
2022-05-21,14.8,6.97,5.7,-3.4,,-6,85,50.8,55,25,-1.8,-4,-3.7,-5.6,23,11.25,13,3,48,1,102.6,102.47,102.44,102.29,96.43,96.3,96.26,96.1,24100,24100,24100,24100,2.9,2.2,2.2,1.6,12.3,0,0.7,0,0,,,,,05:04:00,21:03:00,15.98,5.07,21.05,6,6,15,15,-2,0,,,,,,6,4,3.5,1,,,,
2022-05-20,7.4,4.37,4.35,1.3,,,77,58.4,62.5,48,-1.6,-3.2,-3.2,-4.9,39,26.08,20.5,2,62,34,102.26,101.71,101.67,101.09,96.09,95.57,95.53,94.98,24100,24100,24100,24100,2.6,2.4,2.4,2.1,13.7,0,0,0,0,0,,,,05:05:00,21:01:00,15.93,5.08,21.02,5,5,7,7,-2,-2,,,,,,8,7.1,6,4,,,,
2022-05-19,10.9,6.24,6.45,2,,,93,81.3,75,57,7.3,3.2,2.2,-2.9,50,30.29,27,4,74,6,100.99,99.9,100.13,99.27,94.91,93.91,94.12,93.34,24100,21629.2,15250,6400,2.2,1.8,1.8,1.4,11.6,0,1.4,0,0,6.6,,,,05:06:00,21:00:00,15.9,5.1,21,2,2,8,11,-2,-2,,,,,,8,6.9,6,4,,,,
2022-05-18,14.7,10.61,11.1,7.5,,,95,74.9,72.5,50,7.5,6,5.7,3.8,30,18.46,20,10,49,11,101.46,100.98,100.7,99.95,95.4,94.95,94.69,93.98,24100,23166.7,18500,12900,2.3,1.9,1.8,1.4,6.9,0,6.1,4.1,1.1,1.1,,,,05:08:00,20:59:00,15.85,5.13,20.98,5,6,14,14,7,7,,,,,,8,7.5,7.5,7,,,,
2022-05-17,17,11.2,12.05,7.1,,,93,79,77.5,62,10.5,7.6,7.2,3.8,32,19.33,21,10,52,10,101.29,101.14,101.17,101.04,95.25,95.12,95.13,95.02,24100,23033.3,20100,16100,2,1.6,1.6,1.2,6,0,7,5,2,4.4,,,,05:09:00,20:57:00,15.8,5.15,20.95,5,6,16,16,6,6,,,,,,8,6.8,6.5,5,,,,
2022-05-16,16.8,11.06,10.5,4.2,,,78,55.8,58,38,3,2.2,1.9,0.8,31,22.96,21.5,12,44,8,101.63,101.46,101.45,101.28,95.58,95.42,95.41,95.24,24100,24100,24100,24100,2,1.8,1.8,1.6,7.5,0,5.5,3.5,0.5,0,,,,05:11:00,20:55:00,15.73,5.18,20.92,6,6,17,17,7,8,,,,,,8,6.2,4.5,1,,,,
2022-05-15,20.4,10.47,9.85,-0.7,,-3,92,52.7,56.5,21,2.2,-0.7,-0.8,-3.7,37,16.96,22,7,56,33,101.73,101.53,101.52,101.31,95.64,95.47,95.44,95.24,24100,24100,24100,24100,2.7,2.2,2.1,1.6,8.2,0,4.8,2.8,0,0,,,,05:12:00,20:54:00,15.7,5.2,20.9,6,6,21,21,4,6,,,,,,6,2.2,3,0,,,,
2022-05-14,16.6,8.75,9.85,3.1,,,91,57.4,54.5,18,3,-1,-2.5,-8,37,23.46,20,3,60,29,101.28,100.96,101.04,100.81,95.2,94.9,94.97,94.74,24100,23500,21700,19300,2.4,1.9,2,1.6,8.2,0,4.8,2.8,0,1.1,,,,05:14:00,20:52:00,15.63,5.23,20.87,5,6,17,17,2,3,,,,,,8,7,5,2,,,,
2022-05-13,11.1,7.88,7.4,3.7,,,90,73.6,69,48,5.7,3.1,3,0.2,46,31.08,29,12,65,34,101.34,100.89,100.97,100.61,95.35,94.87,94.97,94.58,24100,22366.7,20100,16100,2.5,2.1,2,1.6,10.6,0,2.4,0.4,0,9.5,,,,05:15:00,20:51:00,15.6,5.25,20.85,3,4,12,13,3,4,,,,,,8,8,8,8,,,,
2022-05-12,22.7,14.35,13.6,4.5,,,80,42,49,18,3.8,0,-0.2,-4.1,30,14.62,17.5,5,42,9,102.01,101.74,101.67,101.33,95.96,95.71,95.65,95.34,24100,24100,24100,24100,2.9,2.6,2.5,2,4.4,0,8.6,6.6,3.6,0,,,,05:17:00,20:49:00,15.53,5.28,20.82,2,6,21,21,8,9,,,,,,8,4.8,4.5,1,,,,
2022-05-11,18.7,10.73,8.35,-2,,,95,51.3,58.5,22,3.1,-1.1,-0.7,-4.5,18,9.17,10.5,3,33,18,102.21,102,101.99,101.76,96.08,95.89,95.87,95.66,24100,24100,24100,24100,3.2,2.2,2.1,1.1,9.7,0,3.4,1.4,0,0,,,,05:19:00,20:48:00,15.48,5.32,20.8,5,5,19,19,2,4,,,,,,5,2.2,3,1,,,,
2022-05-10,13.5,7.58,8.65,3.8,,,86,60.3,62,38,4.8,0,0.5,-3.8,27,13.17,15.5,4,55,27,101.7,101.03,101,100.31,95.61,94.98,94.97,94.33,24100,24100,24100,24100,2.2,1.8,1.8,1.5,9.3,0,3.6,1.6,0,0.4,,,,05:20:00,20:46:00,15.43,5.33,20.77,4,5,15,15,1,2,,,,,,8,6.8,5,2,,,,
2022-05-09,16.7,9.22,8.04,-0.6,,-4,79,43.6,50.5,22,-1.8,-4,-4.3,-6.9,23,15.25,13,3,38,32,100.26,100.06,100.1,99.93,94.28,94.07,94.11,93.93,24100,24100,24100,24100,2.7,2.3,2.3,1.9,10,0,3,1,0,0,,,,05:22:00,20:44:00,15.37,5.37,20.73,6,6,17,17,4,4,,,,,,8,4.5,4.5,1,,,,
2022-05-08,14.6,8.51,6.35,-1.9,,-5,78,48.9,54.5,31,-0.8,-2.3,-2.5,-4.1,27,15.88,17.5,8,44,26,99.93,99.8,99.74,99.54,93.94,93.82,93.76,93.58,24100,24100,24100,24100,2.5,2,2,1.6,11.7,0,1.4,0,0,0,,,,05:24:00,20:43:00,15.32,5.4,20.72,6,6,14,14,-1,-1,,,,,,7,4.7,4,1,,,,
2022-05-07,14.1,9.08,8.25,2.4,,,78,58.7,56.5,35,4.8,1.2,1,-2.9,23,12.54,13.5,4,37,31,99.62,99.5,99.51,99.4,93.66,93.56,93.56,93.46,24100,24100,24100,24100,2.3,1.9,1.9,1.5,9.8,0,3.2,1.2,0,0,,,,05:26:00,20:41:00,15.25,5.43,20.68,4,4,11,13,3,4,,,,,,8,6.1,5,2,,,,
2022-05-06,22.4,16.17,16.14,9.9,,,92,53.4,57.5,23,12.1,5.7,5.6,-0.9,49,23.67,27,5,69,25,99.65,99.49,99.45,99.25,93.81,93.63,93.62,93.43,24100,22566.7,16900,9700,2.4,2,2.1,1.9,1.9,0,11.1,9.1,6.1,2.7,,,,05:27:00,20:39:00,15.2,5.45,20.65,2,6,22,22,7,11,,,,,,8,5.5,5,2,,,,
2022-05-05,27.1,19.09,18.25,9.4,25,,61,35.8,40,19,3.8,2.6,2.5,1.2,26,18.38,19,12,38,21,100.64,100.33,100.17,99.71,94.69,94.42,94.28,93.87,24100,24100,24100,24100,3.1,2.2,2.4,1.6,0,0.2,13.2,11.2,8.2,,,,,05:29:00,20:38:00,15.15,5.48,20.63,7,7,27,27,15,16,,,,,,8,5.7,5,2,,,,
2022-05-04,23.6,11.89,11.7,-0.2,,,96,56.6,60.5,25,3.8,1.3,1.4,-1.1,30,19.96,21,12,50,11,101.72,101.29,101.17,100.63,95.6,95.24,95.14,94.69,24100,18141.7,12250,400,2.9,1.9,2,1,6.3,0,6.7,4.7,1.7,0,,,,05:31:00,20:36:00,15.08,5.52,20.6,6,6,23,23,1,11,,,,,,8,6.5,5,2,,,,
